GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,Publisher Name,Publisher ZipCode,Object Type,Language,Start Page,Company Name,Company NAIC,Class Terms,Subject Terms
3038223697,An act of defense leads to a victory for Israel,2024-04-15,Newspapers,"['Ignatius, David']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.17,['Hamas'],['813940'],,"['Military policy', 'Missiles', 'Defense']"
3038223705,Arab nations call for restraint after Iran's attack,2024-04-15,Newspapers,"['Fahim, Kareem', 'Dadouch, Sarah', 'Parker, Claire', 'Salim, Mustafa']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.18,['Hezbollah-Party of God'],['813940'],,"['Militancy', 'Militia groups', 'Armed forces']"
3038223717,Israelis recap a night of fear amid missile interceptions,2024-04-15,Newspapers,"['Loveluck, Louisa', 'Levine, Heidi', 'Taha, Sufian']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.13,,,,"['Emergency preparedness', 'Bedouins']"
3038223735,Tehran crosses old red lines as it creates 'new equation',2024-04-15,Newspapers,"['George, Susannah']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,,,,"['Missiles', 'Social networks']"
3038223738,Ralph Fiennes kills it in 'Macbeth',2024-04-15,Newspapers,"['Feng, Rhoda']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,C.1,['Theatre for a New Audience'],['711110'],,"['Theater', 'Displaced persons', 'Audiences', 'Shakespeare plays']"
3038223740,Biden counsels Netanyahu to avoid regional escalation,2024-04-15,Newspapers,"['DeYoung, Karen', 'Viser, Matt']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,"['Hamas', 'Senate-US']","['813940', '921120']",,"['Success', 'National security', 'Presidents', 'Missiles', 'Prime ministers', 'Armed forces', 'Truces & cease fires']"
3038223741,Israel mulls answer to Iran,2024-04-15,Newspapers,"['Rubin, Shira', 'Hendrix, Steve', 'Morris, Loveday']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'National Security Council', 'Hamas']","['813940', '928110', '813940']",,"['Military policy', 'National security', 'Cruise missiles', 'War', 'Leadership', 'Drones', 'Defense', 'Prime ministers', 'Truces & cease fires']"
3038223749,Iran attacks add urgency to stalled aid efforts for Israel,2024-04-15,Newspapers,"['Alfaro, Mariana', 'Sotomayor, Marianna']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.11,"['Republican Party', 'Internal Revenue Service--IRS', 'Congress-US', 'Senate-US']","['813940', '921130', '921120', '921120']",,"['Bipartisanship', 'National security', 'Political leadership', 'Funding', 'Humanitarianism', 'Border security', 'Legislation', 'Congressional committees']"
3038254494,'Murder' comment leads to arrest; Woman is charged after addressing officials at Bakersfield City Council meeting.,2024-04-15,Newspapers,"['Garrison, Jessica']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,B.1,,,,"['Meetings', 'Criminalization', 'Metal detectors', 'Councils', 'Oppression', 'Murders & murder attempts', 'Public officials', 'Cities']"
3038254518,"At Rally, Trump Again Describes His Trial as Political",2024-04-15,Newspapers,"['Gold, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.15,,,,"['Political persecution', 'Voter fraud', 'Presidential elections', 'Scandals', 'Trials', 'Gag orders', 'Political campaigns']"
3038254524,Direct Strikes on Israel Signal a 'New Paradigm' for Iran,2024-04-15,Newspapers,"['Kingsley, Patrick']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.10,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Diplomatic & consular services', 'Military air strikes', 'Military strategy', 'International relations']"
3038254525,Netanyahu's Political Hold Is Tested By Iran's Barrage,2024-04-15,Newspapers,"['Kershner, Isabel']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.10,['Hamas'],['813940'],,"['Militia groups', 'Politics', 'Prime ministers', 'Diplomacy', 'Diplomatic & consular services', 'Political leadership', 'Political power', 'Political polarization']"
3038254527,A Country Collapses. Could This Be Us?,2024-04-15,Newspapers,"['Kuo, Christopher']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,C.3,,,,"['Journalism', 'Extremism', 'Choirs', 'Journalists', 'Civil war', 'Motion picture directors & producers', 'Reporters']"
3038254531,"House Plans To Vote Soon On Israel Bill, Johnson Says",2024-04-15,Newspapers,"['Edmondson, Catie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.10,"['House of Representatives', 'Senate-US']","['921120', '921120']",,"['Military aid', 'Government spending', 'Military weapons']"
3038254539,"For Israel, Revenge Should Be a Dish Served Cold",2024-04-15,Newspapers,"['Stephens, Bret']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.19,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['War', 'Military policy', 'Missiles', 'Diplomatic & consular services', 'Military strategy', 'International relations']"
3038254562,2 Adversaries Weigh New Set of Risks,2024-04-15,Newspapers,"['Erlanger, Steven', 'Fassihi, Farnaz']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['International relations', 'Diplomatic & consular services', 'Military bases', 'Nuclear weapons', 'Covert operations', 'War', 'Military engagements']"
3038254568,Iran Just Made a Big Mistake. Israel Shouldn't Follow.,2024-04-15,Newspapers,"['Friedman, Thomas L']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.18,"['Hezbollah-Party of God', 'Revolutionary Guard-Iran', 'Hamas']","['813940', '813940', '813940']",,"['Geopolitics', 'Proxies', 'Diplomatic & consular services', 'Social networks', 'Military bases', 'Missiles', 'Military air strikes', 'Military strategy']"
3038254569,Biden Seeks to Circumvent Escalation in Middle East,2024-04-15,Newspapers,"['Baker, Peter', 'Shear, Michael D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,,,,"['Political leadership', 'Diplomatic & consular services', 'Presidents', 'Missiles', 'Defense', 'Covert operations', 'Military air strikes', 'Armed forces', 'International relations-US']"
3038267996,World News: Troops Aim To Quell Settler Violence,2024-04-15,Newspapers,"['Keller-Lynn, Carrie', 'Abdulkarim, Fatima']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.6,['Palestinian National Authority'],['921190'],,['Military deployment']
3038268010,Why I'm Leaving Clark University,2024-04-15,Newspapers,"['Rein, Mary Jane']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.17,"['Assumption University', 'Clark University-Worcester MA']","['611310', '611310']",,"['Holocaust', 'Friendship', 'Genocide', 'College students', 'Audiences']"
3038268027,"U.S. Calls For Calm After Iran Strikes Israel --- Biden asks ally to be cautious in response to drone, missile blitz and avoid wider war",2024-04-15,Newspapers,"['Jones, Rory', 'Lubold, Gordon', 'Lucey, Catherine', 'Peled, Anat']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,['Hamas'],['813940'],,"['Military policy', 'Cruise missiles', 'War', 'Defense', 'Military air strikes', 'Air warfare']"
3038268044,Iran's Attack Is a Show of Weakness,2024-04-15,Newspapers,"['McKenzie, Kenneth F, Jr']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.17,['Hezbollah-Party of God'],['813940'],,"['Missiles', 'Air warfare', 'Military air strikes']"
3038268050,Analysis: Joint Response to Repel Attack Hints at Shift in Mideast Order,2024-04-15,Newspapers,"['Trofimov, Yaroslav']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,['Hezbollah-Party of God'],['813940'],,"['Cruise missiles', 'International relations', 'Military engagements', 'Air warfare', 'Military air strikes']"
3038268055,World News: Biden Pushes to Contain Spread of War --- Iran's attack forces Israel to confront question of how to respond militarily,2024-04-15,Newspapers,"['Gordon, Michael R']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.6,['Hamas'],['813940'],['National Security'],"['Missiles', 'Militia groups', 'Prime ministers', 'Armed forces', 'War', 'International relations-US']"
3038268061,Iran's Ominous Attack on Israel,2024-04-15,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.16,,,,"['Drones', 'International relations-US', 'Military air strikes', 'Truth in advertising', 'Foreign policy']"
3038268062,World-Wide,2024-04-15,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,,,,
3038268063,World News: Israel's Air-Defense System Stands Up to 'Biggest Raid',2024-04-15,Newspapers,"['Jones, Rory', 'Keller-Lynn, Carrie']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.7,,,,"['Drones', 'Cruise missiles', 'Missile defense', 'Military air strikes', 'Air warfare', 'Military strategy']"
3038311655,How Gaza war mobilized left in US,2024-04-15,Newspapers,"['Glueck, Katie', 'Benner, Katie']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,2,"['New York Times Co', 'United Automobile Aerospace & Agricultural Implement Workers of America--UAW', 'Working Families Party', 'Hamas', 'Students for Justice in Palestine']","['513110', '516110', '516120', '813930', '813940', '813940', '813319']",,"['Students', 'Activists', 'Humanitarianism', 'College campuses', 'Clergy', 'Political conventions', 'Activism', 'Demonstrations & protests', 'Voters', 'Labor unions', 'Political advertising', 'Truces & cease fires']"
3038311659,analysis,2024-04-15,Newspapers,"['Erlanger, Steven']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,1,,,,"['Military bases', 'Nuclear weapons', 'War', 'Assassinations & assassination attempts', 'Military air strikes', 'Retaliation']"
3038953934,Israel Weighs Response to Iran’s Attack as Allies Push for Restraint,2024-04-16,Newspapers,"['Vinograd, Cassandra', 'Kershner, Isabel', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['New York Times Co', 'Hamas']","['513110', '516110', '516120', '813940']",,"['Diplomatic & consular services', 'Palestinian people', 'War', 'Missiles', 'Prime ministers']"
3038953935,Match Made in Venice: Tadao Ando and Zeng Fanzhi,2024-04-15,Newspapers,"['Maerkle, Andrew']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['New York Times Co', 'Los Angeles County Museum of Art', 'Hauser & Wirth']","['513110', '516110', '516120', '712110', '712110']",,"['Artists', 'Collaboration', 'Contemporary art', 'Decades', 'Art galleries & museums', 'Architecture', 'Light', 'Architects', 'Painting']"
3038953939,Johnson Says House Will Vote on Stalled Aid to Israel and Ukraine,2024-04-16,Newspapers,"['Edmondson, Catie', 'Guo, Kayla', 'Hulse, Carl']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['New York Times Co', 'Republican Party', 'Congress-US', 'Senate-US']","['513110', '516110', '516120', '813940', '921120', '921120']",,"['Military aid', 'Bipartisanship', 'Funding', 'Legislators', 'Foreign aid', 'Leadership']"
3038953940,"With Nuclear Deal Dead, Containing Iran Grows More Fraught",2024-04-15,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,,"['New York Times Co', 'United Nations--UN', 'International Atomic Energy Agency--IAEA', 'Hamas']","['513110', '516110', '516120', '928120', '813940', '813940']",,"['National security', 'Uranium', 'Weapons', 'Political campaigns', 'Presidents', 'Drones', 'Missiles']"
3039012114,Russian arms help Tehran strengthen its defenses,2024-04-16,Newspapers,"['Warrick, Joby']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,,,,"['Aircraft', 'Collaboration', 'Alliances', 'Unmanned aerial vehicles', 'Military bases', 'Drones', 'Missiles', 'Defense', 'Military air strikes', 'Factories']"
3039012115,What the U.S. must do after Iran's attack on Israel,2024-04-16,Newspapers,,10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.20,"['Hamas', 'Senate-US']","['813940', '921120']",,"['Military aid', 'Military aircraft', 'Presidential elections']"
3039012121,Attack from Iran muddles Biden's messaging to Israel,2024-04-16,Newspapers,"['Abutaleb, Yasmeen']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.13,['Hamas'],['813940'],,"['Military aid', 'Community relations', 'Success', 'Humanitarianism', 'Palestinian people', 'Presidents', 'Prime ministers', 'Truces & cease fires']"
3039012148,Attacks on Russian refineries deepen tensions with U.S.,2024-04-16,Newspapers,"['Hudson, John']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.16,"['Organization of Petroleum Exporting Countries--OPEC', 'Congress']","['813910', '921120']",,"['Infrastructure', 'Energy industry', 'Petroleum refineries', 'Power plants', 'Electricity distribution', 'Defense', 'Armed forces', 'Energy prices']"
3039012159,Sudan marks grim anniversary of its civil war in the shadow of other conflicts,2024-04-16,Newspapers,"['Tharoor, Ishaan']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.10,"['United Nations--UN', 'International Crisis Group', 'United Nations World Food Programme']","['928120', '813319', '928120']",,"['Humanitarian aid', 'Food programs', 'Funding', 'Humanitarianism', 'Diplomatic & consular services', 'Cholera', 'Hunger', 'Famine', 'International organizations', 'Looting', 'Civil war']"
3039012164,What made South Africa go quiet?,2024-04-16,Newspapers,"['Richburg, Keith B']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.21,,,,"['Capital punishment', 'Dictators', 'Same sex marriage', 'Apartheid', 'Presidents', 'Sexual orientation discrimination', 'Democracy', 'Foreign policy']"
3039012185,Israel mulls strike on Iran to send a 'message',2024-04-16,Newspapers,"['Hendrix, Steve', 'Morris, Loveday', 'Rubin, Shira']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.1,['Hamas'],['813940'],,"['National security', 'Prime ministers']"
3039012218,"Kyiv, desperate for air defenses, watches U.S. and allies protect Israel",2024-04-16,Newspapers,"['O'Grady, Siobhán', 'Khudov, Kostiantyn']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.16,['North Atlantic Treaty Organization--NATO'],['928120'],,"['Invasions', 'Councils', 'Diplomatic & consular services', 'Missiles', 'Defense']"
3039012237,A magazine crumbles under the weight of the Israel-Gaza war,2024-04-16,Newspapers,"['Wemple, Erik']",10327,The Washington Post,Washington,DC,WP Company LLC d/b/a The Washington Post,20071.0,Articles - All Types,English,A.19,['Hamas'],['813940'],,"['Magazines', 'Interiority']"
3039044150,THE WORLD; Global donors pledge $2 billion in aid for Sudan; Conference attendees in Paris call for an end to war and access for humanitarian groups.,2024-04-16,Newspapers,"['Surk, Barbara']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.3,['United Nations--UN'],['928120'],,"['Famine', 'Murders & murder attempts', 'Funding', 'Humanitarianism', 'Diplomatic & consular services']"
3039044170,ANALYSIS; Pressing Israel to see victory in its clash with Iran; World leaders hope Netanyahu can 'take the win' and avert a wider Mideast war.,2024-04-16,Newspapers,"['Wilkinson, Tracy', 'Bulos, Nabih']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.1,,,,"['National security', 'Diplomatic & consular services', 'Armed forces', 'Islamophobia', 'Political leadership', 'War', 'Bombings', 'Military air strikes', 'Missile defense']"
3039044181,"THE WORLD; Israel tells Gazans to stay in south; North remains a 'dangerous combat zone,' military says",2024-04-16,Newspapers,"['Shurafa, Wafaa']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.3,['Hamas'],['813940'],,"['Humanitarian aid', 'Militancy', 'Displaced persons', 'Hostages', 'Palestinian people', 'Truces & cease fires']"
3039044185,CITY &amp; STATE; Police arrest climate protesters for blocking street; Rally by home of vice president coincides with pro-Palestinian action in Bay Area.,2024-04-16,Newspapers,"['Castleman, Terry', 'Ellis, Rebecca', 'Jarvie, Jenny']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,B.3,['Police Department-Los Angeles CA'],['922120'],,"['Military aid', 'Activists', 'Fossil fuels', 'Embargoes & blockades', 'Vice Presidents', 'Activism', 'Demonstrations & protests', 'Climate change']"
3039044218,Deal's Demise Gave Tehran Opportunity,2024-04-16,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,"['United Nations--UN', 'International Atomic Energy Agency--IAEA', 'Hamas']","['928120', '813940', '813940']",,"['National security', 'Uranium', 'Presidents', 'Drones', 'Missiles', 'Nuclear weapons', 'International relations-US']"
3039044223,Worry Grows in Arab Countries as Iran-Israel Conflict Expands,2024-04-16,Newspapers,"['Rubin, Alissa J', 'Nereim, Vivian']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.4,['Hamas'],['813940'],,"['Diplomacy', 'Leadership', 'Shootings', 'Missiles', 'Truces & cease fires', 'Arab Israeli relations', 'Military engagements']"
3039044226,Linking Iran's Strike to What May Come Next in Gaza,2024-04-16,Newspapers,"['Rasgon, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.6,"['Hezbollah-Party of God', 'Hamas']","['813940', '813940']",,"['Shootings', 'Militancy', 'Prime ministers', 'Truces & cease fires', 'International relations', 'Arab Israeli relations', 'Military air strikes', 'Military strategy']"
3039044229,"Iran's Choreographed Assault Sent Message, But Caused Little Destruction Inside Israel",2024-04-16,Newspapers,"['Cooper, Helene', 'Fassihi, Farnaz', 'Boxerman, Aaron', 'Kingsley, Patrick', 'Schmitt, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.7,,,,"['Missiles', 'Defense', 'Military air strikes', 'Militia groups', 'Armed forces', 'Air warfare']"
3039044235,Ukraine Sees 'Hypocrisy' in Assistance Given by Western Allies to Defend Israel,2024-04-16,Newspapers,"['Santora, Marc', 'Bigg, Matthew Mpoke']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.8,['United Nations--UN'],['928120'],,"['Invasions', 'Military aid', 'Missiles', 'Defense', 'Military engagements', 'International relations']"
3039044240,Officials Fear a New Cycle Of Reprisals in the Mideast,2024-04-16,Newspapers,"['Ismay, John']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.6,,,,"['Fatalities', 'Assassinations & assassination attempts', 'Military air strikes', 'Militia groups', 'Armed forces', 'Airports', 'Proxies', 'International relations']"
3039044242,Quote of the Day,2024-04-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.2,,,,
3039044245,Hochul Announces $237 Billion Budget Deal,2024-04-16,Newspapers,"['Ashford, Grace']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.20,['Senate-US'],['921120'],,"['Schools', 'Legislatures', 'Funding', 'Legislators', 'Governors', 'Rents', 'State budgets', 'Marijuana']"
3039044248,Studying the Benefits Of Quickly or Slowly Responding to Iran,2024-04-16,Newspapers,"['Kingsley, Patrick']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.7,,,,"['Missiles', 'Cooperation', 'Diplomatic & consular services']"
3039044258,Israel Debates Punching Back For Iran Attack,2024-04-16,Newspapers,"['Vinograd, Cassandra', 'Kershner, Isabel', 'Levenson, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,['Hamas'],['813940'],,"['War', 'Missiles', 'Prime ministers', 'Diplomatic & consular services', 'Military air strikes', 'Retaliation']"
3039044259,Putting U.S. Power Behind Israel Will Keep Iran at Bay,2024-04-16,Newspapers,"['Gerecht, Reuel Marc', 'Takeyh, Ray']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.18,,,,"['Assassinations & assassination attempts', 'Warships', 'International relations', 'Armed forces', 'Political power', 'Military air strikes', 'Proxies', 'International relations-US']"
3039044261,The House Leader Navigates in a 'World of Hurt',2024-04-16,Newspapers,"['Bidgood, Jess']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.2,"['Congress', 'Freedom Caucus', 'House of Representatives']","['921120', '813940', '921120']",,"['Primaries & caucuses', 'Congressional districts', 'Political campaigns', 'Presidents', 'Surveillance', 'Voters', 'Congressional elections', 'Political leadership', 'Political power']"
3039044265,Speaker Says Funds for Ukraine And Israel Will Finally Get Vote,2024-04-16,Newspapers,"['Edmondson, Catie', 'Guo, Kayla', 'Hulse, Carl']",11561,New York Times,NEW YORK,NY,New York Times Company,10018.0,Articles - All Types,English,A.1,"['Republican Party', 'House of Representatives', 'Congress-US', 'Senate-US']","['813940', '921120', '921120', '921120']",,"['Bipartisanship', 'Military aid', 'Funding', 'Legislators', 'Foreign aid', 'Government spending']"
3039064091,Main Street: The Obnoxious 'Genocide Joe' Protesters,2024-04-16,Newspapers,"['McGurn, William']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.13,"['Democratic Party', 'Hamas']","['813940', '813940']","['Executive Offices', 'Political Organizations']","['Political parties', 'Political conventions', 'Presidents', 'Genocide', 'Truces & cease fires']"
3039064098,New York Times Gaza-Leak Probe Comes Up Empty,2024-04-16,Newspapers,"['Bruell, Alexandra']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,B.2,['New York Times Co'],"['513110', '516110', '516120']",,"['Investigations', 'Leaking of information', 'Media coverage']"
3039064114,U.S. News: Iran Further Clouds Biden's Israel Issue,2024-04-16,Newspapers,"['McCormick, John']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.5,['Hamas'],['813940'],['Executive Offices'],"['Gasoline prices', 'Presidents', 'Truces & cease fires', 'Military engagements', 'Military aid', 'International relations-US']"
3039064118,Business &amp; Finance,2024-04-16,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,,,,
3039064119,"Free Expression: When Biden Says 'Don't,' America's Adversaries Do",2024-04-16,Newspapers,"['Baker, Gerard']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.15,,,['Executive Offices'],"['Presidents', 'Deterrence', 'Military air strikes', 'International relations-US', 'Influence', 'Diplomacy']"
3039064122,Streetwise: Iran Attack Doesn't Move Market Much,2024-04-16,Newspapers,"['Mackintosh, James']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,B.10,,,['Securities and Commodity Exchanges'],"['Stock exchanges', 'Geopolitics', 'Investors', 'Volatility', 'Military engagements', 'Economic impact', 'Military air strikes', 'Air warfare']"
3039064126,"Stocks Slump as Treasury Yields Climb --- Strong monthly retail sales, Middle East tensions weigh on indexes",2024-04-16,Newspapers,"['Goldfarb, Sam']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,B.11,,,['Securities and Commodity Exchanges'],"['Dow Jones averages', 'Stock exchanges', 'Futures', 'Inflation', 'Interest rates', 'Consumer Price Index', 'Investors', 'Retail sales', 'Volatility']"
3039064141,Oil Falls but Supply Risks Are Elevated Amid Mideast Tension,2024-04-16,Newspapers,"['Petroni, Giulia']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,B.11,,,,"['Inflation', 'Crude oil prices']"
3039064144,U.S. News: Speaker to Split Foreign Aid Bills,2024-04-16,Newspapers,"['Andrews, Natalie', 'Hughes, Siobhan']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.5,"['Republican Party', 'Senate-US']","['813940', '921120']",['Legislative Bodies'],"['Legislators', 'Immigration', 'Military aid', 'Foreign aid', 'Federal legislation', 'Government spending']"
3039064145,World News: Mideast Alliance Was Years in the Making --- American-led effort hadn't been tested in battle when Iran struck at Israel,2024-04-16,Newspapers,"['Cloud, David S', 'Lieber, Dov', 'Kalin, Stephen', 'Said, Summer']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.6,,,['National Security'],"['Missiles', 'Defense', 'Cooperation', 'Armed forces', 'Military aid', 'Air warfare', 'International relations-US']"
3039064149,Israel Gauges Retaliatory Strike Following Iran's Aerial Assault,2024-04-16,Newspapers,"['Lieber, Dov', 'Keller-Lynn, Carrie', 'Peled, Anat']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,['Hamas'],['813940'],['International Affairs'],"['Prime ministers', 'Hostages', 'Decision making', 'Diplomatic & consular services', 'Truces & cease fires', 'Military air strikes', 'Military strategy']"
3039064152,The Lessons of Israeli Missile Defense,2024-04-16,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.14,,,['National Security'],"['Drones', 'Success', 'Air warfare', 'Armed forces', 'Missile defense']"
3039064159,World-Wide,2024-04-16,Newspapers,,10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.1,,,,['First ladies']
3039064164,World News: Defense of Israel Frustrates Zelensky,2024-04-16,Newspapers,"['Coles, Isabel', 'Michaels, Daniel']",10482,Wall Street Journal,South Brunswick,NJ,Dow Jones & Company Inc.,8852.0,Articles - All Types,English,A.7,,,['International Affairs'],"['Diplomatic & consular services', 'Military engagements', 'Military aid', 'International relations-US', 'Air warfare']"
3039098662,The Middle East is on a precipice. Israeli restraint would help.,2024-04-16,Newspapers,"['DePetris, Daniel']",46852,Chicago Tribune,Chicago,IL,"Tribune Publishing Company, LLC",60611.0,Articles - All Types,English,7,,,,"['Missiles', 'Humanitarianism', 'Diplomatic & consular services']"
3039605830,USC cancels graduation speech; University cites safety reasons in calling off valedictorian's address after pro-Palestinian views prompt threats.,2024-04-17,Newspapers,"['Kaleem, Jaweed']",46999,Los Angeles Times,Los Angeles,CA,Los Angeles Times Communications LLC,,Articles - All Types,English,A.1,['University of Southern California'],['611310'],,"['Antisemitism', 'Graduations & commencements', 'War', 'Speeches', 'Threats', 'Political activism', 'Islamophobia']"
